
PT J
AU Yuan, LN
   Li, L
   Zhang, T
   Chen, LQ
   Liu, WQ
   Hu, S
   Yang, LH
AF Yuan, Lina
   Li, Long
   Zhang, Ting
   Chen, Longqian
   Liu, Weiqiang
   Hu, Sai
   Yang, Longhua
TI Modeling Soil Moisture from Multisource Data by Stepwise Multilinear Regression: An Application to the Chinese Loess Plateau
SO ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION
LA English
DT Article
DE relative soil moisture; Chinese Loess Plateau; stepwise multilinear regression; dummy variables
ID multiple-linear-regression; artificial neural-networks; land-surface model; water content; data assimilation; small catchment; amsr-e; temporal variations; dummy variables; re-vegetation
AB This study aims to integrate multisource data to model the relative soil moisture (RSM) over the Chinese Loess Plateau in 2017 by stepwise multilinear regression (SMLR) in order to improve the spatial coverage of our previously published RSM. First, 34 candidate variables (12 quantitative and 22 dummy variables) from the Moderate Resolution Imaging Spectroradiometer (MODIS) and topographic, soil properties, and meteorological data were preprocessed. Then, SMLR was applied to variables without multicollinearity to select statistically significant (p-value < 0.05) variables. After the accuracy assessment, monthly, seasonal, and annual spatial patterns of RSM were mapped at 500 m resolution and evaluated. The results indicate that there was a high potential of SMLR to model RSM with the desired accuracy (best fit of the model with Pearson's r = 0.969, root mean square error = 0.761%, and mean absolute error = 0.576%) over the Chinese Loess Plateau. The variables of elevation (0-500 m and 2000-2500 m), precipitation, soil texture of loam, and nighttime land surface temperature can continuously be used in the regression models for all seasons. Including dummy variables improved the model fit both in calibration and validation. Moreover, the SMLR-modeled RSM achieved better spatial coverage than that of the reference RSM for almost all periods. This is a significant finding as the SMLR method supports the use of multisource data to complement and/or replace coarse resolution satellite imagery in the estimation of RSM.
C1 [Yuan, Lina; Li, Long; Zhang, Ting; Chen, Longqian] China Univ Min & Technol, Sch Publ Policy & Management, Daxue Rd 1, Xuzhou 221116, Jiangsu, Peoples R China.
   [Li, Long] Vrije Univ Brussel, Dept Geog & Earth Syst Sci, Pl Laan 2, B-1050 Brussels, Belgium.
WC Environmental Sciences; Geosciences, Multidisciplinary; Remote Sensing; Imaging Science & Photographic Technology
SC Environmental Sciences & Ecology; Geology; Remote Sensing; Imaging Science & Photographic Technology
GA TW3JO
UT WOS:000682301100001
DA 2023-04-26
ER

PT J
AU Pang, JT
   Zhang, R
   Yu, B
   Liao, MJ
   Lv, JC
   Xie, LX
   Li, S
   Zhan, JY
AF Pang, Jiatai
   Zhang, Rui
   Yu, Bin
   Liao, Mingjie
   Lv, Jichao
   Xie, Lingxiao
   Li, Song
   Zhan, Junyu
TI Pixel-level rice planting information monitoring in Fujin City based on time-series SAR imagery
SO INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION
LA English
DT Article
DE Rice planting information; Phenological analysis; Sentinel-1A; Fully convolutional neural network; Fujin City
ID paddy rice; sentinel-1; extraction; southeast
AB As the core issues of agricultural remote sensing, the mapping of crop planting and dynamic monitoring of crop growth in the urban area have always been limited by complex climatic conditions that induced optical image shortages. Considering that the backscattering signals of SAR image data are sensitive to crop phenological period, the paper presents a fully convolutional neural network (FCN) model to realize the wide-area planting thematic mapping at the pixel level. Taking Fujin City of Heilongjiang province in China as a specific study area, we selected rice as the typical research object and obtained urban-scale rice planting thematic mapping using Sentinel-1A image data derived from April to October 2020. Based on the proposed FCN classification method, the rice extraction precision is up to 95.7%, and the kappa coefficient is 0.90. Comparative analysis indicated that the proposed model is superior to the traditional random forest classification model in extraction precision and kappa coefficient. Further analysis showed that the rice growth cycle in Fujin City was consistent with the time series of VH/VV polarization coefficient ratio and had prominent phenological cycle characteristics. Relevant research data and results proved that high-precision planting thematic mapping at an urban scale could be achieved based on time series SAR image data sets. And the proposed FCN classification model is helping to dynamic monitoring of crop growth and related phenological research.
C1 [Pang, Jiatai; Zhang, Rui; Yu, Bin; Liao, Mingjie; Lv, Jichao; Xie, Lingxiao; Li, Song; Zhan, Junyu] South West Jiaotong Univ, Fac Geosci & Environm Engn, Chengdu 610031, Sichuan, Peoples R China.
   [Zhang, Rui] Southwest Jiaotong Univ, State Prov Joint Engn Lab Spatial Informat Techno, Chengdu 610031, Sichuan, Peoples R China.
C3 Southwest Jiaotong University; Southwest Jiaotong University
RP Zhang, R (corresponding author), Southwest Jiaotong Univ, Chengdu, Peoples R China.
EM zhangrui@swjtu.edu.cn
FU National Natural Science Foundation of China [41771402]; Sichuan Scienceand Technology Program [2018JY0564, 2019ZDZX0042, 2020JDTD0003, 2020YJ0322]
CR Bachelet D, 1994, GEOCARTO INT, V10, P23, DOI 10.1080/10106049509354476
   Belgiu M, 2018, REMOTE SENS ENVIRON, V204, P509, DOI 10.1016/j.rse.2017.10.005
   Boschetti M, 2017, REMOTE SENS ENVIRON, V194, P347, DOI 10.1016/j.rse.2017.03.029
   Cai YT, 2019, ADV SPACE RES, V64, P2233, DOI 10.1016/j.asr.2019.08.042
   Carfagna E, 2005, INT STAT REV, V73, P389
   Chen HL, 2008, 2008 ISECS INTERNATIONAL COLLOQUIUM ON COMPUTING, V0, P0
   Choudhury I., 2007, ENVISAT S P, V0, P0
   Clauss K, 2018, INT J REMOTE SENS, V39, P1399, DOI 10.1080/01431161.2017.1404162
   Friesen J, 2012, IEEE T GEOSCI REMOTE, V50, P2595, DOI 10.1109/TGRS.2012.2193889
   Frolking S, 2002, GLOBAL BIOGEOCHEM CY, V16, P0, DOI 10.1029/2001GB001425
   Guan XD, 2016, REMOTE SENS-BASEL, V8, P0, DOI 10.3390/rs8010019
   He YL, 2021, INT J APPL EARTH OBS, V101, P0, DOI 10.1016/j.jag.2021.102351
   Huang JingFeng, 2013, TRANSACTIONS OF THE CHINESE SOCIETY OF AGRICULTURAL ENGINEERING, V29, P166
   Kuenzer C, 2013, INT J REMOTE SENS, V34, P2101, DOI 10.1080/01431161.2012.738946
   Kurtz C, 2014, ISPRS J PHOTOGRAMM, V87, P122, DOI 10.1016/j.isprsjprs.2013.11.003
   Lasko K, 2018, IEEE J-STARS, V11, P498, DOI 10.1109/JSTARS.2017.2784784
   Liu JJ, 2018, INT CONF AGRO-GEOINF, V0, P211
   Oliphant AJ, 2019, INT J APPL EARTH OBS, V81, P110, DOI 10.1016/j.jag.2018.11.014
   Pan YQ, 2017, REMOTE SENS-BASEL, V9, P0, DOI 10.3390/rs9040374
   Park S, 2018, REMOTE SENS-BASEL, V10, P0, DOI 10.3390/rs10030447
   Raman M., 2019, ISPRS INT ARCH PHOTO, VXLII-3/W6, P141
   Schaufler S, 2018, REMOTE SENS LETT, V9, P799, DOI 10.1080/2150704X.2018.1480071
   Shwetank. J. Bhatia K., 2010, PROC 1, V0, P0
   Steele-Dunne SC, 2017, IEEE J-STARS, V10, P2249, DOI 10.1109/JSTARS.2016.2639043
   Tan LF, 2015, J APPL REMOTE SENS, V9, P0, DOI 10.1117/1.JRS.9.097091
   Torbick N, 2017, REMOTE SENS-BASEL, V9, P0, DOI 10.3390/rs9020119
   Veloso A, 2017, REMOTE SENS ENVIRON, V199, P415, DOI 10.1016/j.rse.2017.07.015
   Xiao XM, 2006, REMOTE SENS ENVIRON, V100, P95, DOI 10.1016/j.rse.2005.10.004
   Xu YH, 2020, IEEE T BIG DATA, V6, P492, DOI 10.1109/TBDATA.2019.2923243
   You NS, 2021, SCI DATA, V8, P0, DOI 10.1038/s41597-021-00827-9
   Zhou L, 2013, ECOL INFORM, V18, P69, DOI 10.1016/j.ecoinf.2013.05.003
NR 31
TC 8
Z9 8
U1 10
U2 47
PU ELSEVIER
PI AMSTERDAM
PA RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS
SN 1569-8432
EI 1872-826X
J9 INT J APPL EARTH OBS
JI Int. J. Appl. Earth Obs. Geoinf.
PD DEC 15
PY 2021
VL 104
IS 
BP 
EP 
DI 10.1016/j.jag.2021.102551
PG 11
WC Remote Sensing
SC Remote Sensing
GA WD0SC
UT WOS:000704656600001
DA 2023-04-26
ER

PT J
AU Khoshboresh-Masouleh, M
   Shah-Hosseini, R
AF Khoshboresh-Masouleh, Mehdi
   Shah-Hosseini, Reza
TI A Deep Multi-Modal Learning Method and a New RGB-Depth Data Set for Building Roof Extraction
SO PHOTOGRAMMETRIC ENGINEERING AND REMOTE SENSING
LA English
DT Article
ID convolutional neural-networks; dsm
AB This study focuses on tackling the challenge of building mapping in multi-modal remote sensing data by proposing a novel, deep superpixel-wise convolutional neural network called DeepQuantized-Net, plus a new red, green, blue (RGB)-depth data set named IND. DeepQuantized-Net incorporated two practical ideas in segmentation: first, improving the object pattern with the exploitation of superpixels instead of pixels, as the imaging unit in DeepQuantized-Net. Second, the reduction of computational cost. The generated data set includes 294 RGB-depth images (256 training images and 38 test images) from different locations in the state of Indiana in the U.S., with 1024 x 1024 pixels and a spatial resolution of 0.5 ft that covers different cities. The experimental results using the IND data set demonstrates the mean F1 scores and the average Intersection over Union scores could increase by approximately 7.0% and 7.2% compared to other methods, respectively.
C1 [Khoshboresh-Masouleh, Mehdi; Shah-Hosseini, Reza] Univ Tehran, Coll Engn, Sch Surveying & Geospatial Engn, Tehran, Iran.
C3 University of Tehran
RP Khoshboresh-Masouleh, M (corresponding author), Univ Tehran, Coll Engn, Sch Surveying & Geospatial Engn, Tehran, Iran.
EM m.khoshboresh@ut.ac.ir
CR Achanta R, 2012, IEEE T PATTERN ANAL, V34, P2274, DOI 10.1109/TPAMI.2012.120
   Akbulut Z, 2018, J INDIAN SOC REMOTE, V46, P2057, DOI 10.1007/s12524-018-0871-2
   Bayanlou MR, 2020, PROC SPIE, V11525, P0, DOI 10.1117/12.2580533
   Bi Q, 2020, IEEE GEOSCI REMOTE S, V17, P1603, DOI 10.1109/LGRS.2019.2949930
   Bi Q, 2020, IEEE T IMAGE PROCESS, V29, P4911, DOI 10.1109/TIP.2020.2975718
   Bi Q, 2020, NEUROCOMPUTING, V377, P345, DOI 10.1016/j.neucom.2019.11.068
   Bi Q, 2019, REMOTE SENS-BASEL, V11, P0, DOI 10.3390/rs11050482
   Chen HH, 2014, MULTIMED TOOLS APPL, V72, P1961, DOI 10.1007/s11042-013-1492-y
   Gavankar NL, 2018, EUR J REMOTE SENS, V51, P182, DOI 10.1080/22797254.2017.1416676
   Gersho A., 1992, VECTOR QUANTIZATION, V0, P587
   Gray R. M., 1992, IMAGE AND TEXT COMPRESSION, V0, P3
   Gu LJ, 2018, J APPL REMOTE SENS, V12, P0, DOI 10.1117/1.JRS.12.045501
   Hu JL, 2019, COMPUT INTEL NEUROSC, V2019, P0, DOI 10.1155/2019/5065214
   Jin DB, 2020, TRAIT SIGNAL, V37, P807, DOI 10.18280/ts.370513
   Khoshboresh Masouleh M., 2019, INT ARCH PHOTOGRAMM, V0, PP615, DOI 10.5194/ISPRSARCHIVES-XLII-4-W18-615-2019
   Khoshboresh-Masouleh M, 2020, EUR J REMOTE SENS, V53, P316, DOI 10.1080/22797254.2020.1850179
   Khoshboresh-Masouleh M, 2020, COMPUT INTEL NEUROSC, V2020, P0, DOI 10.1155/2020/8811630
   Khoshboresh-Masouleh M, 2020, J APPL REMOTE SENS, V14, P0, DOI 10.1117/1.JRS.14.034503
   Kohonen T., 1995, SELF ORG MAPS, V0, PP175, DOI 10.1007/978-3-642-97610-0_6
   Koppanyi Z, 2019, MULTIMODAL SCENE UNDERSTANDING: ALGORITHMS, V0, P41, DOI 10.1016/B978-0-12-817358-9.00009-3
   Laurent C, 2016, INT CONF ACOUST SPEE, V0, PP2657, DOI 10.1109/ICASSP.2016.7472159
   Liu L, 2021, POSTGRAD MED, V133, P265, DOI 10.1080/00325481.2020.1803666
   Maier A, 2019, Z MED PHYS, V29, P86, DOI 10.1016/j.zemedi.2018.12.003
   Masouleh MK, 2020, APPL GEOMAT, V12, P107, DOI 10.1007/s12518-019-00285-4
   Masouleh MK, 2019, ISPRS J PHOTOGRAMM, V155, P172, DOI 10.1016/j.isprsjprs.2019.07.009
   Masouleh MK, 2019, J APPL REMOTE SENS, V13, P0, DOI 10.1117/1.JRS.13.024508
   Masouleh MK, 2018, J APPL REMOTE SENS, V12, P0, DOI 10.1117/1.JRS.12.046018
   Mohammedhasan M, 2020, TRAIT SIGNAL, V37, P711, DOI 10.18280/ts.370503
   Mousa YA, 2019, PHOTOGRAMM REC, V34, P85, DOI 10.1111/phor.12275
   ODDO LA, 1992, P SOC PHOTO-OPT INS, V1623, P91, DOI 10.1117/12.58059
   Salhi Khalid, 2019, IAENG INTERNATIONAL JOURNAL OF COMPUTER SCIENCE, V46, P134
   Sefercik UG, 2014, EUR J REMOTE SENS, V47, P575, DOI 10.5721/EuJRS20144732
   Shi WZ, 2018, J INDIAN SOC REMOTE, V46, P2003, DOI 10.1007/s12524-018-0868-x
   Singh G, 2015, PROC SPIE, V9401, P0, DOI 10.1117/12.2083500
   Sun JX, 2019, PROC SPIE, V11155, P0, DOI 10.1117/12.2532662
   Trastour F., 2019, P SPIE, V11155, P0, DOI 10.1117/12.2533149
   Uzar M, 2014, EUR J REMOTE SENS, V47, P1, DOI 10.5721/EuJRS20144701
   Wang C., 2020, INT J APPL MATH, V50, P1
   Wang RS, 2016, J APPL REMOTE SENS, V10, P0, DOI 10.1117/1.JRS.10.016022
   Wicht M, 2019, EUR J REMOTE SENS, V52, P58, DOI 10.1080/22797254.2019.1617642
   Wu GM, 2019, INT GEOSCI REMOTE SE, V0, PP158, DOI 10.1109/IGARSS.2019.8900475
   WuDunn M, 2020, PROC SPIE, V11398, P0, DOI 10.1117/12.2558399
   Xiang HH, 2020, APPL INTELL, V50, P2411, DOI 10.1007/s10489-020-01678-4
   Xu B, 2015, COMPUT INTEL NEUROSC, V2015, P0, DOI 10.1155/2015/832093
   Xu YY, 2018, REMOTE SENS-BASEL, V10, P0, DOI 10.3390/rs10010144
   Zhang CS, 2018, J APPL REMOTE SENS, V12, P0, DOI 10.1117/1.JRS.12.026005
   Zhang XR, 2020, TRAIT SIGNAL, V37, P793, DOI 10.18280/ts.370511
   Zheng QH, 2020, ENG LET, V28, P80
NR 48
TC 7
Z9 7
U1 1
U2 12
PU AMER SOC PHOTOGRAMMETRY
PI BETHESDA
PA 5410 GROSVENOR LANE SUITE 210, BETHESDA, MD 20814-2160 USA
SN 0099-1112
EI 2374-8079
J9 PHOTOGRAMM ENG REM S
JI Photogramm. Eng. Remote Sens.
PD OCT 15
PY 2021
VL 87
IS 10
BP 759
EP 766
DI 10.14358/PERS.21-00007R2
PG 8
WC Geography, Physical; Geosciences, Multidisciplinary; Remote Sensing; Imaging Science & Photographic Technology
SC Physical Geography; Geology; Remote Sensing; Imaging Science & Photographic Technology
GA UU0GQ
UT WOS:000698484400008
DA 2023-04-26
ER

PT J
AU Chi, J
   Kim, HC
AF Chi, Junhwa
   Kim, Hyun-Cheol
TI Retrieval of daily sea ice thickness from AMSR2 passive microwave data using ensemble convolutional neural networks
SO GISCIENCE & REMOTE SENSING
LA English
DT Article
DE AMSR2; Arctic sea ice; convolutional neural network; deep learning; passive microwave; sea ice thickness
ID melt season; classification; cryosat-2; freeboard; drift; enhancement; algorithm; ocean
AB Recently, measurement of sea ice thickness (SIT) has received increasing attention due to the importance of thinning ice in the context of global warming. Although altimeter sensors onboard satellite missions enable continuous SIT measurements over larger areas compared to in situ observations, these sensors are inadequate for mapping daily Arctic SIT because of their small footprints. We exploited passive microwave data from AMSR2 (Advanced Microwave Scanning Radiometer 2) by incorporating a state-of-the-art deep learning (DL) approach to address this limitation. Passive microwave data offer better temporal resolutions than those from a single altimeter sensors, but are rarely used for SIT estimations due to their limited physical relationship with SIT. In this study, we proposed an ensemble DL model with different modalities to produce daily pan-Arctic SIT retrievals. The proposed model determined the hidden and unknown relationships between the brightness temperatures of AMSR2 channels and SITs measured by CryoSat-2 (CS2) from the extended input features defined by our feature augmentation strategy. Although AMSR2-based SITs agreed well with CS2-derived gridded SIT values, they had similar uncertainties and errors in the CS2 SIT measurements, particularly for thin ice. However, based on quantitative validations using long-term unseen data and IceBridge data, the proposed retrieval model consistently generated SITs from AMSR2 at 25 km spatial resolution, regardless of time and space.
C1 [Chi, Junhwa; Kim, Hyun-Cheol] Korea Polar Res Inst, Ctr Remote Sensing & GIS, Incheon, South Korea.
C3 Korea Polar Research Institute (KOPRI)
RP Kim, HC (corresponding author), Korea Polar Res Inst, Ctr Remote Sensing & GIS, Incheon, South Korea.
EM kimhc@kopri.re.kr
FU Korea Polar Research Institute [PE21040]
CR Aaboe S., 2016, EUMETSAT, V250, P1
   Agarap Abien Fred, 2018, ARXIV PREPRINT ARXIV, V0, P0
   Alexandrov V, 2010, CRYOSPHERE, V4, P373, DOI 10.5194/tc-4-373-2010
   Bellman R.E., 2015, ADAPTIVE CONTROL PRO, V0, P0
   Brochu E., 2010, ARXIV PREPRINT ARXIV, V0, P0
   Cavalieri DJ, 1999, J GEOPHYS RES-OCEANS, V104, P15803, DOI 10.1029/1999JC900081
   CAVALIERI DJ, 1984, J GEOPHYS RES-ATMOS, V89, P5355, DOI 10.1029/JD089iD04p05355
   Chi J, 2019, REMOTE SENS ENVIRON, V231, P0, DOI 10.1016/j.rse.2019.05.023
   Chi J, 2017, REMOTE SENS-BASEL, V9, P0, DOI 10.3390/rs9121305
   COMISO JC, 1986, J GEOPHYS RES-OCEANS, V91, P975, DOI 10.1029/JC091iC01p00975
   Comiso JC, 2008, GEOPHYS RES LETT, V35, P0, DOI 10.1029/2007GL031972
   Durner GM, 2017, GLOBAL CHANGE BIOL, V23, P3460, DOI 10.1111/gcb.13746
   Fernandez-Delgado M, 2014, J MACH LEARN RES, V15, P3133
   Gardner MW, 1998, ATMOS ENVIRON, V32, P2627, DOI 10.1016/S1352-2310(97)00447-0
   GLOERSEN P, 1986, J GEOPHYS RES-OCEANS, V91, P3913, DOI 10.1029/JC091iC03p03913
   Goodfellow I, 2016, ADAPT COMPUT MACH LE, V0, P1
   Han H, 2020, GISCI REMOTE SENS, V57, P650, DOI 10.1080/15481603.2020.1767857
   Helm, 2016, AWI CRYOSAT 2 SEA IC, V0, P0
   Huang SZ, 2019, SENSORS-BASEL, V19, P0, DOI 10.3390/s19092018
   Ince T, 2016, IEEE T IND ELECTRON, V63, P7067, DOI 10.1109/TIE.2016.2582729
   Ivanova N, 2015, CRYOSPHERE, V9, P1797, DOI 10.5194/tc-9-1797-2015
   Iwamoto K, 2014, J GEOPHYS RES-OCEANS, V119, P3574, DOI 10.1002/2013JC009749
   Kaleschke L, 2012, GEOPHYS RES LETT, V39, P0, DOI 10.1029/2012GL050916
   Kaleschke L, 2015, INT GEOSCI REMOTE SE, V0, PP5232, DOI 10.1109/IGARSS.2015.7327014
   Kingma DP, 2015, 14126980 ARXIV, V0, P1
   Koenig L, 2010, EOS T AM GEOPHYS UN, V91, P333, DOI 10.1029/2010E0380002
   Krizhevsky A., 2012, ADV NEURAL INFORM PR, V0, PP1097, DOI 10.2165/00129785-200404040-00005
   Kurtz NT, 2014, CRYOSPHERE, V8, P1217, DOI 10.5194/tc-8-1217-2014
   Kurtz NT, 2013, CRYOSPHERE, V7, P1035, DOI 10.5194/tc-7-1035-2013
   Kurtz NT, 2011, GEOPHYS RES LETT, V38, P0, DOI 10.1029/2011GL049216
   Kwok R, 2019, J GEOPHYS RES-OCEANS, V124, P6942, DOI 10.1029/2019JC015486
   Kwok R, 2011, J GEOPHYS RES-OCEANS, V116, P0, DOI 10.1029/2011JC007371
   Laxon SW, 2013, GEOPHYS RES LETT, V40, P732, DOI 10.1002/grl.50193
   Lee SM, 2018, J GEOPHYS RES-ATMOS, V123, P9220, DOI 10.1029/2018JD028688
   Lee S, 2020, IEEE T BIO-MED ENG, V67, P2669, DOI 10.1109/TBME.2020.2967802
   Li T, 2014, IEEE IMAGE PROC, V0, PP5132, DOI 10.1109/ICIP.2014.7026039
   Liu YH, 2020, CRYOSPHERE, V14, P1325, DOI 10.5194/tc-14-1325-2020
   Lund B, 2018, J GEOPHYS RES-OCEANS, V123, P4298, DOI 10.1029/2018JC013769
   Maggiori E, 2016, INT GEOSCI REMOTE SE, V0, PP5071, DOI 10.1109/IGARSS.2016.7730322
   Markus T, 2000, IEEE T GEOSCI REMOTE, V38, P1387, DOI 10.1109/36.843033
   MARKUS T, 1998, ANTAR RES S, V74, P19
   Markus T, 2009, J GEOPHYS RES-OCEANS, V114, P0, DOI 10.1029/2009JC005436
   Martin S, 2004, J GEOPHYS RES-OCEANS, V109, P0, DOI 10.1029/2004JC002428
   Nakayama Y, 2012, J PHYS OCEANOGR, V42, P179, DOI 10.1175/JPO-D-11-018.1
   Naoki K, 2008, J GEOPHYS RES-OCEANS, V113, P0, DOI 10.1029/2007JC004270
   Okuyama A, 2015, IEEE T GEOSCI REMOTE, V53, P4568, DOI 10.1109/TGRS.2015.2402204
   Peng DD, 2019, IEEE ACCESS, V7, P10278, DOI 10.1109/ACCESS.2018.2888842
   Peng G, 2018, REMOTE SENS-BASEL, V10, P0, DOI 10.3390/rs10091328
   Proshutinsky A, 2002, GEOPHYS RES LETT, V29, P0, DOI 10.1029/2002GL015847
   Qu YR, 2019, ACM T INFORM SYST, V37, P0, DOI 10.1145/3233770
   Ricker R, 2017, CRYOSPHERE, V11, P1607, DOI 10.5194/tc-11-1607-2017
   Sak H, 2014, INTERSPEECH, V0, P338
   Smith DM, 1998, GEOPHYS RES LETT, V25, P655, DOI 10.1029/98GL00251
   Spreen G, 2008, J GEOPHYS RES-OCEANS, V113, P0, DOI 10.1029/2005JC003384
   Srivastava N, 2014, J MACH LEARN RES, V15, P1929
   Stroeve JC, 2014, GEOPHYS RES LETT, V41, P1216, DOI 10.1002/2013GL058951
   Stroeve JC, 2012, CLIMATIC CHANGE, V110, P1005, DOI 10.1007/s10584-011-0101-1
   Tamura T, 2011, J GEOPHYS RES-OCEANS, V116, P0, DOI 10.1029/2010JC006586
   Tilling RL, 2018, ADV SPACE RES, V62, P1203, DOI 10.1016/j.asr.2017.10.051
   VANT MR, 1978, J APPL PHYS, V49, P1264, DOI 10.1063/1.325018
   Vinnikov KY, 1999, SCIENCE, V286, P1934, DOI 10.1126/science.286.5446.1934
   Wang L, 2016, IEEE T GEOSCI REMOTE, V54, P4524, DOI 10.1109/TGRS.2016.2543660
   Xiao F, 2020, SENSORS-BASEL, V20, P0, DOI 10.3390/s20247011
   Yoshizawa E, 2018, J ATMOS OCEAN TECH, V35, P2147, DOI 10.1175/JTECH-D-18-0034.1
   Yu XR, 2017, GISCI REMOTE SENS, V54, P741, DOI 10.1080/15481603.2017.1323377
   Zou Q, 2015, IEEE GEOSCI REMOTE S, V12, P2321, DOI 10.1109/LGRS.2015.2475299
NR 66
TC 3
Z9 3
U1 3
U2 13
PU TAYLOR & FRANCIS LTD
PI ABINGDON
PA 2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND
SN 1548-1603
EI 1943-7226
J9 GISCI REMOTE SENS
JI GISci. Remote Sens.
PD AUG 18
PY 2021
VL 58
IS 6
BP 812
EP 830
DI 10.1080/15481603.2021.1943213
EA JUL 2021
PG 19
WC Geography, Physical; Remote Sensing
SC Physical Geography; Remote Sensing
GA UR5NM
UT WOS:000673377900001
DA 2023-04-26
ER
